policy,gamma,model_seed,total_cost,trace_seed
mpc4,0.9,800,91.12510046903357,3300000
mpc4,0.9,800,79.5761423587799,3300001
mpc4,0.9,800,80.86474648267031,3300002
mpc4,0.9,800,102.72342889034753,3300003
mpc4,0.9,800,98.62236124440734,3300004
mpc4,0.9,800,85.26016482114792,3300005
mpc4,0.9,800,82.73555780097398,3300006
mpc4,0.9,800,84.44440135438782,3300007
mpc4,0.9,800,119.0866012341831,3300008
mpc4,0.9,800,88.71827508995115,3300009
mpc4,0.9,800,91.66677295315264,3300010
mpc4,0.9,800,85.57167913913727,3300011
mpc4,0.9,800,101.36457073411003,3300012
mpc4,0.9,800,79.45459709614515,3300013
mpc4,0.9,800,89.49437899887562,3300014
mpc4,0.9,800,91.21121272982361,3300015
mpc4,0.9,800,81.58725943453351,3300016
mpc4,0.9,800,95.67690809475306,3300017
mpc4,0.9,800,98.14900805467751,3300018
mpc4,0.9,800,92.02787818891244,3300019
mpc4,0.9,801,109.9293444494099,3301000
mpc4,0.9,801,89.2624985665083,3301001
mpc4,0.9,801,105.8546796646065,3301002
mpc4,0.9,801,88.13016014029257,3301003
mpc4,0.9,801,80.75826501417238,3301004
mpc4,0.9,801,107.08059759685996,3301005
mpc4,0.9,801,83.4119451966213,3301006
mpc4,0.9,801,106.52968386417986,3301007
mpc4,0.9,801,83.39679286313569,3301008
mpc4,0.9,801,105.50348609272297,3301009
mpc4,0.9,801,106.12050029751373,3301010
mpc4,0.9,801,61.97487414777279,3301011
mpc4,0.9,801,95.03417400905388,3301012
mpc4,0.9,801,93.70561864875508,3301013
mpc4,0.9,801,94.42955655953872,3301014
mpc4,0.9,801,78.31151450574399,3301015
mpc4,0.9,801,77.24674246609212,3301016
mpc4,0.9,801,85.99563431739807,3301017
mpc4,0.9,801,97.49518473446369,3301018
mpc4,0.9,801,108.85181839596461,3301019
mpc4,0.9,802,91.70281830563665,3302000
mpc4,0.9,802,104.03944131307343,3302001
mpc4,0.9,802,93.82191936062932,3302002
mpc4,0.9,802,94.13020323336562,3302003
mpc4,0.9,802,103.96471971694238,3302004
mpc4,0.9,802,82.87787792086601,3302005
mpc4,0.9,802,101.80382133538653,3302006
mpc4,0.9,802,100.34331014857943,3302007
mpc4,0.9,802,101.90458542890596,3302008
mpc4,0.9,802,82.80849839001894,3302009
mpc4,0.9,802,96.91124225556851,3302010
mpc4,0.9,802,73.88487236201763,3302011
mpc4,0.9,802,85.58013010166619,3302012
mpc4,0.9,802,84.8562827333808,3302013
mpc4,0.9,802,94.29797179342224,3302014
mpc4,0.9,802,82.51589535176754,3302015
mpc4,0.9,802,92.54246665899383,3302016
mpc4,0.9,802,86.04515489637852,3302017
mpc4,0.9,802,94.64387929227422,3302018
mpc4,0.9,802,85.50916829109192,3302019
mpc4,0.9,803,88.46226599652752,3303000
mpc4,0.9,803,75.86571191251278,3303001
mpc4,0.9,803,98.61215494796723,3303002
mpc4,0.9,803,84.6871417477727,3303003
mpc4,0.9,803,72.6707733720541,3303004
mpc4,0.9,803,103.28445336928644,3303005
mpc4,0.9,803,94.1443922188646,3303006
mpc4,0.9,803,100.48252074420452,3303007
mpc4,0.9,803,104.52497988616412,3303008
mpc4,0.9,803,90.50165686766017,3303009
mpc4,0.9,803,87.34477387368679,3303010
mpc4,0.9,803,82.66181462615664,3303011
mpc4,0.9,803,83.04886722117662,3303012
mpc4,0.9,803,95.63970076191342,3303013
mpc4,0.9,803,87.06733954873309,3303014
mpc4,0.9,803,100.78675689007062,3303015
mpc4,0.9,803,64.14168434590101,3303016
mpc4,0.9,803,95.11526891589165,3303017
mpc4,0.9,803,79.10252148658037,3303018
mpc4,0.9,803,109.4863576790437,3303019
mpc4,0.9,804,94.62187831861849,3304000
mpc4,0.9,804,93.71761031837863,3304001
mpc4,0.9,804,90.9029407888651,3304002
mpc4,0.9,804,82.50197440683841,3304003
mpc4,0.9,804,67.58235825896263,3304004
mpc4,0.9,804,97.12602356970311,3304005
mpc4,0.9,804,97.47203686499746,3304006
mpc4,0.9,804,112.29285843174583,3304007
mpc4,0.9,804,77.16915027797222,3304008
mpc4,0.9,804,97.52311683592278,3304009
mpc4,0.9,804,91.6188059828967,3304010
mpc4,0.9,804,99.40791563689709,3304011
mpc4,0.9,804,90.93366695059396,3304012
mpc4,0.9,804,98.69300115901159,3304013
mpc4,0.9,804,75.6136840313673,3304014
mpc4,0.9,804,89.18739866196069,3304015
mpc4,0.9,804,86.9066643938847,3304016
mpc4,0.9,804,79.54869730596133,3304017
mpc4,0.9,804,105.05176277208483,3304018
mpc4,0.9,804,100.1024177897686,3304019
mpc4,0.9,805,101.46995835006237,3305000
mpc4,0.9,805,103.59798626128821,3305001
mpc4,0.9,805,67.68394044041634,3305002
mpc4,0.9,805,92.35623555556533,3305003
mpc4,0.9,805,114.18212182184729,3305004
mpc4,0.9,805,98.60026283609429,3305005
mpc4,0.9,805,97.14869168400764,3305006
mpc4,0.9,805,101.77746233419876,3305007
mpc4,0.9,805,100.2951760758521,3305008
mpc4,0.9,805,87.2345509082079,3305009
mpc4,0.9,805,96.23328860325049,3305010
mpc4,0.9,805,76.43766744881869,3305011
mpc4,0.9,805,80.81154692637551,3305012
mpc4,0.9,805,101.19519174098969,3305013
mpc4,0.9,805,76.44051356749439,3305014
mpc4,0.9,805,93.78471474498511,3305015
mpc4,0.9,805,92.74974929258977,3305016
mpc4,0.9,805,77.66453123092651,3305017
mpc4,0.9,805,109.652238521423,3305018
mpc4,0.9,805,82.9880305543542,3305019
mpc4,0.9,806,104.59386645895555,3306000
mpc4,0.9,806,95.45938005393168,3306001
mpc4,0.9,806,95.54858822524548,3306002
mpc4,0.9,806,68.72040748596191,3306003
mpc4,0.9,806,92.60902878642082,3306004
mpc4,0.9,806,96.26373504003695,3306005
mpc4,0.9,806,102.06728414082617,3306006
mpc4,0.9,806,107.1100429577579,3306007
mpc4,0.9,806,88.76033855974674,3306008
mpc4,0.9,806,95.0473483002337,3306009
mpc4,0.9,806,101.07758768066724,3306010
mpc4,0.9,806,72.45322214365005,3306011
mpc4,0.9,806,79.17431648820639,3306012
mpc4,0.9,806,85.1403566673398,3306013
mpc4,0.9,806,108.25403131144127,3306014
mpc4,0.9,806,89.93278256355096,3306015
mpc4,0.9,806,85.08742814660073,3306016
mpc4,0.9,806,85.30445689707994,3306017
mpc4,0.9,806,90.33136367201806,3306018
mpc4,0.9,806,87.82973704636098,3306019
mpc4,0.9,807,85.71850561920456,3307000
mpc4,0.9,807,98.87097951457415,3307001
mpc4,0.9,807,98.73683248259279,3307002
mpc4,0.9,807,74.56605308651925,3307003
mpc4,0.9,807,108.38225186825187,3307004
mpc4,0.9,807,107.13985766470432,3307005
mpc4,0.9,807,98.89547023326159,3307006
mpc4,0.9,807,86.88872718323502,3307007
mpc4,0.9,807,105.67509462237358,3307008
mpc4,0.9,807,105.80590392444675,3307009
mpc4,0.9,807,93.15493147448302,3307010
mpc4,0.9,807,67.16759560257196,3307011
mpc4,0.9,807,92.014267293273,3307012
mpc4,0.9,807,95.60007723529112,3307013
mpc4,0.9,807,84.3807703399118,3307014
mpc4,0.9,807,86.72201476395131,3307015
mpc4,0.9,807,94.72152082828796,3307016
mpc4,0.9,807,80.46198751926423,3307017
mpc4,0.9,807,98.91921439021826,3307018
mpc4,0.9,807,78.65704178704789,3307019
mpc4,0.9,808,87.40075649321079,3308000
mpc4,0.9,808,89.79334553721688,3308001
mpc4,0.9,808,101.8219266897863,3308002
mpc4,0.9,808,106.44641464067601,3308003
mpc4,0.9,808,110.63028177813577,3308004
mpc4,0.9,808,105.09803953078926,3308005
mpc4,0.9,808,96.16059601117188,3308006
mpc4,0.9,808,85.28096268475056,3308007
mpc4,0.9,808,94.30910296142102,3308008
mpc4,0.9,808,101.7456562162914,3308009
mpc4,0.9,808,96.07586691144854,3308010
mpc4,0.9,808,63.33852022886276,3308011
mpc4,0.9,808,92.37427715382472,3308012
mpc4,0.9,808,94.8263700415228,3308013
mpc4,0.9,808,83.5167726278305,3308014
mpc4,0.9,808,94.54657165706158,3308015
mpc4,0.9,808,75.65218954682351,3308016
mpc4,0.9,808,98.53593129362609,3308017
mpc4,0.9,808,92.40982148954149,3308018
mpc4,0.9,808,93.24592807306811,3308019
mpc4,0.9,809,106.62390401006998,3309000
mpc4,0.9,809,87.64801000336776,3309001
mpc4,0.9,809,107.50738329987847,3309002
mpc4,0.9,809,83.9307439510554,3309003
mpc4,0.9,809,112.74863081887149,3309004
mpc4,0.9,809,83.42108671367168,3309005
mpc4,0.9,809,87.69416564106942,3309006
mpc4,0.9,809,89.57932313943154,3309007
mpc4,0.9,809,102.42014897259277,3309008
mpc4,0.9,809,85.09687294126104,3309009
mpc4,0.9,809,105.53870197904818,3309010
mpc4,0.9,809,84.37488919198513,3309011
mpc4,0.9,809,98.20543807301465,3309012
mpc4,0.9,809,92.4662333290143,3309013
mpc4,0.9,809,82.98203251659871,3309014
mpc4,0.9,809,81.1931513696909,3309015
mpc4,0.9,809,108.52115312107958,3309016
mpc4,0.9,809,82.4056686937809,3309017
mpc4,0.9,809,83.81305833160877,3309018
mpc4,0.9,809,95.34136103481423,3309019
mpc4,0.9,810,87.94839508235455,3310000
mpc4,0.9,810,83.10963495261628,3310001
mpc4,0.9,810,104.60888683149867,3310002
mpc4,0.9,810,99.84655141535376,3310003
mpc4,0.9,810,74.0530397593975,3310004
mpc4,0.9,810,90.42378449440002,3310005
mpc4,0.9,810,93.50571710765362,3310006
mpc4,0.9,810,94.45606627533901,3310007
mpc4,0.9,810,80.98054717429217,3310008
mpc4,0.9,810,103.97640436887741,3310009
mpc4,0.9,810,75.37896287590266,3310010
mpc4,0.9,810,86.08265486359596,3310011
mpc4,0.9,810,85.8426960349083,3310012
mpc4,0.9,810,99.16187354888193,3310013
mpc4,0.9,810,84.27636133432388,3310014
mpc4,0.9,810,86.34029042720795,3310015
mpc4,0.9,810,91.3449946299233,3310016
mpc4,0.9,810,83.28531649112702,3310017
mpc4,0.9,810,90.28211795538664,3310018
mpc4,0.9,810,105.88744769702566,3310019
mpc4,0.9,811,82.42065698468546,3311000
mpc4,0.9,811,106.05771121141049,3311001
mpc4,0.9,811,96.34045979919922,3311002
mpc4,0.9,811,103.41913064185341,3311003
mpc4,0.9,811,92.53832268118859,3311004
mpc4,0.9,811,82.27181738615036,3311005
mpc4,0.9,811,89.64772233366966,3311006
mpc4,0.9,811,84.51638503372669,3311007
mpc4,0.9,811,99.97054873423903,3311008
mpc4,0.9,811,86.05985113442529,3311009
mpc4,0.9,811,113.3965205938358,3311010
mpc4,0.9,811,83.95842951771017,3311011
mpc4,0.9,811,84.94170058957992,3311012
mpc4,0.9,811,99.25059570126388,3311013
mpc4,0.9,811,109.56365786332825,3311014
mpc4,0.9,811,97.12755156365492,3311015
mpc4,0.9,811,81.33868635768752,3311016
mpc4,0.9,811,97.52286747536249,3311017
mpc4,0.9,811,82.13557301461697,3311018
mpc4,0.9,811,93.2103893485016,3311019
mpc4,0.9,812,78.34069952368736,3312000
mpc4,0.9,812,109.96330188690155,3312001
mpc4,0.9,812,102.93884976313095,3312002
mpc4,0.9,812,78.00295143723488,3312003
mpc4,0.9,812,77.0637284681201,3312004
mpc4,0.9,812,84.4735143503992,3312005
mpc4,0.9,812,68.99223885685205,3312006
mpc4,0.9,812,95.78357121748564,3312007
mpc4,0.9,812,68.08337140977383,3312008
mpc4,0.9,812,106.52899828070403,3312009
mpc4,0.9,812,98.00110401597134,3312010
mpc4,0.9,812,92.70715503898526,3312011
mpc4,0.9,812,112.71524863316313,3312012
mpc4,0.9,812,94.03703208267689,3312013
mpc4,0.9,812,85.26579390466213,3312014
mpc4,0.9,812,72.68886851962071,3312015
mpc4,0.9,812,93.12141245603561,3312016
mpc4,0.9,812,88.57713377475739,3312017
mpc4,0.9,812,78.87731912732124,3312018
mpc4,0.9,812,82.09240729312342,3312019
mpc4,0.9,813,90.33377320364296,3313000
mpc4,0.9,813,78.21269577145577,3313001
mpc4,0.9,813,96.23371641627247,3313002
mpc4,0.9,813,90.41622816026211,3313003
mpc4,0.9,813,90.07237295824585,3313004
mpc4,0.9,813,76.01173339039087,3313005
mpc4,0.9,813,102.19435195806888,3313006
mpc4,0.9,813,106.464068592928,3313007
mpc4,0.9,813,92.4417351367729,3313008
mpc4,0.9,813,81.74331235140562,3313009
mpc4,0.9,813,94.61449222564697,3313010
mpc4,0.9,813,88.27742190533242,3313011
mpc4,0.9,813,87.36357941189357,3313012
mpc4,0.9,813,93.35863543881489,3313013
mpc4,0.9,813,91.00674324683632,3313014
mpc4,0.9,813,87.49642081558704,3313015
mpc4,0.9,813,99.2822004749858,3313016
mpc4,0.9,813,81.4684664607048,3313017
mpc4,0.9,813,104.38742524295529,3313018
mpc4,0.9,813,94.96158828139305,3313019
mpc4,0.9,814,74.30065120309591,3314000
mpc4,0.9,814,70.19863549768925,3314001
mpc4,0.9,814,113.14510693872586,3314002
mpc4,0.9,814,93.72051221593043,3314003
mpc4,0.9,814,81.04240373969078,3314004
mpc4,0.9,814,81.74577833116055,3314005
mpc4,0.9,814,89.94382246651638,3314006
mpc4,0.9,814,82.92316475970486,3314007
mpc4,0.9,814,87.80060235410929,3314008
mpc4,0.9,814,83.69299339312687,3314009
mpc4,0.9,814,95.83441991355278,3314010
mpc4,0.9,814,87.55054579615707,3314011
mpc4,0.9,814,75.86126806586981,3314012
mpc4,0.9,814,104.01063308974179,3314013
mpc4,0.9,814,108.16883646303418,3314014
mpc4,0.9,814,111.58361592539379,3314015
mpc4,0.9,814,79.03042233650052,3314016
mpc4,0.9,814,88.55139781130679,3314017
mpc4,0.9,814,86.4679959744215,3314018
mpc4,0.9,814,99.40327322547047,3314019
mpc4,0.9,815,94.57496623098851,3315000
mpc4,0.9,815,79.94512871652842,3315001
mpc4,0.9,815,82.53805106330978,3315002
mpc4,0.9,815,106.82346357323739,3315003
mpc4,0.9,815,92.8408317670226,3315004
mpc4,0.9,815,94.98232951015234,3315005
mpc4,0.9,815,105.31731268990902,3315006
mpc4,0.9,815,77.03603166341782,3315007
mpc4,0.9,815,100.64015792310238,3315008
mpc4,0.9,815,94.10963800756464,3315009
mpc4,0.9,815,102.49798083439914,3315010
mpc4,0.9,815,76.04294083416463,3315011
mpc4,0.9,815,89.50515593588352,3315012
mpc4,0.9,815,86.73444294117233,3315013
mpc4,0.9,815,101.3214277209243,3315014
mpc4,0.9,815,82.19887355869902,3315015
mpc4,0.9,815,80.13086622953415,3315016
mpc4,0.9,815,113.0842214748008,3315017
mpc4,0.9,815,95.50990897605497,3315018
mpc4,0.9,815,71.14744188189506,3315019
mpc4,0.9,816,100.85075377882434,3316000
mpc4,0.9,816,93.96119643078451,3316001
mpc4,0.9,816,77.4987450838089,3316002
mpc4,0.9,816,78.73841988295317,3316003
mpc4,0.9,816,88.74814633751151,3316004
mpc4,0.9,816,77.96694569587707,3316005
mpc4,0.9,816,78.55241449922323,3316006
mpc4,0.9,816,95.61067976355552,3316007
mpc4,0.9,816,85.81208424270153,3316008
mpc4,0.9,816,107.25875474308712,3316009
mpc4,0.9,816,90.2506365403533,3316010
mpc4,0.9,816,70.76278350502253,3316011
mpc4,0.9,816,79.5613988283497,3316012
mpc4,0.9,816,79.09598895162344,3316013
mpc4,0.9,816,103.02329997801748,3316014
mpc4,0.9,816,88.49076523982092,3316015
mpc4,0.9,816,88.97301118820906,3316016
mpc4,0.9,816,97.99575126652525,3316017
mpc4,0.9,816,82.65081860546564,3316018
mpc4,0.9,816,95.98375874249422,3316019
mpc4,0.9,817,109.87325453177043,3317000
mpc4,0.9,817,97.26588243591925,3317001
mpc4,0.9,817,97.71889697913775,3317002
mpc4,0.9,817,84.45094990732653,3317003
mpc4,0.9,817,86.68537772595883,3317004
mpc4,0.9,817,106.65573291727817,3317005
mpc4,0.9,817,83.34255144149066,3317006
mpc4,0.9,817,102.5900639368498,3317007
mpc4,0.9,817,91.87413705973378,3317008
mpc4,0.9,817,57.5412275955081,3317009
mpc4,0.9,817,86.60300712267961,3317010
mpc4,0.9,817,101.43657703825735,3317011
mpc4,0.9,817,100.0007784480615,3317012
mpc4,0.9,817,106.35334160923958,3317013
mpc4,0.9,817,91.41532318144212,3317014
mpc4,0.9,817,99.93290305386184,3317015
mpc4,0.9,817,98.83325337251716,3317016
mpc4,0.9,817,95.48016910254955,3317017
mpc4,0.9,817,97.32698577666282,3317018
mpc4,0.9,817,74.51918020248414,3317019
mpc4,0.9,818,84.25536189377308,3318000
mpc4,0.9,818,84.02384839162217,3318001
mpc4,0.9,818,87.16893730997613,3318002
mpc4,0.9,818,97.41369567245776,3318003
mpc4,0.9,818,91.45706601440907,3318004
mpc4,0.9,818,78.70976585345514,3318005
mpc4,0.9,818,99.3574615046382,3318006
mpc4,0.9,818,78.86632810200366,3318007
mpc4,0.9,818,91.97752556672172,3318008
mpc4,0.9,818,91.10163140429094,3318009
mpc4,0.9,818,88.85306336371417,3318010
mpc4,0.9,818,95.55913137048483,3318011
mpc4,0.9,818,113.00596545271424,3318012
mpc4,0.9,818,87.16234303934968,3318013
mpc4,0.9,818,105.17071555900574,3318014
mpc4,0.9,818,82.95634713321924,3318015
mpc4,0.9,818,65.858238594234,3318016
mpc4,0.9,818,75.27390707433224,3318017
mpc4,0.9,818,105.72086437046528,3318018
mpc4,0.9,818,102.21881675966128,3318019
mpc4,0.9,819,84.71055021203556,3319000
mpc4,0.9,819,99.92557508066403,3319001
mpc4,0.9,819,90.04990004771072,3319002
mpc4,0.9,819,80.72762090076495,3319003
mpc4,0.9,819,102.58312852193279,3319004
mpc4,0.9,819,81.35829552371311,3319005
mpc4,0.9,819,79.59393973946571,3319006
mpc4,0.9,819,106.00667974532988,3319007
mpc4,0.9,819,91.64760310362831,3319008
mpc4,0.9,819,94.10174643993378,3319009
mpc4,0.9,819,89.72041062117177,3319010
mpc4,0.9,819,85.12793432026847,3319011
mpc4,0.9,819,85.02613063022261,3319012
mpc4,0.9,819,88.84803339093924,3319013
mpc4,0.9,819,84.18307627536319,3319014
mpc4,0.9,819,99.81634693701047,3319015
mpc4,0.9,819,73.51049466431141,3319016
mpc4,0.9,819,89.40604161279124,3319017
mpc4,0.9,819,81.55186112970114,3319018
mpc4,0.9,819,85.22771376528601,3319019
