variant,model_seed,episode,cost,rolling_cost,immediate_cost,penalty,energy_use,latency_ms,thermal_violation,energy_violation,queue_violation,contact_violation,epsilon,loss,td_loss,auxiliary_loss
centered_full_action_dqn,800,0,94.0885107010603,94.0885107010603,32.5539718195796,61.53453911244869,1.5966471321880817,19501.27227783203,0.0,27.0,0.0,1.0,0.9954761904761905,,,
centered_full_action_dqn,800,1,128.3850552788421,111.2367829899512,38.924802139401436,89.46025351196967,1.817434954456985,23681.626007080078,0.0,33.0,7.0,0.0,0.9909523809523809,1.2761645317077637,1.2632783651351929,0.042954038828611374
centered_full_action_dqn,800,2,135.99080929555495,119.4881250918191,42.28894439339638,93.70186490215858,1.8254870530217886,25071.6439743042,0.0,34.0,11.0,1.0,0.9864285714285714,1.160722553730011,1.1475050151348114,0.04405844118446112
centered_full_action_dqn,800,3,197.12242056135764,138.89669895920375,45.69337148964405,151.42904902701005,1.9816556554287672,27487.231861114502,0.0,38.0,26.0,3.0,0.981904761904762,1.204732894897461,1.1901217363774776,0.04870383092202246
centered_full_action_dqn,800,4,126.37339404446512,136.39203797625603,42.05064341425896,84.3227516881886,1.8334336811676621,24512.450286865234,0.0,36.0,4.0,2.0,0.9773809523809524,1.214841715991497,1.1997125633060932,0.05043050507083535
centered_full_action_dqn,800,5,124.640843886137,134.43350562790286,41.682585686445236,82.95825806558132,1.7404389306902885,23549.853023529053,0.0,34.0,0.0,2.0,0.9728571428571429,0.9088763184845448,0.9009492360055447,0.026423635601531714
centered_full_action_dqn,800,6,117.81376404124097,132.05925682980828,41.50248270481825,76.31128097879485,1.8106620917096734,24797.368133544922,0.0,29.0,14.0,1.0,0.9683333333333334,0.7495603784918785,0.7462705932557583,0.010965945664793253
centered_full_action_dqn,800,7,106.306675106287,128.84018411436813,35.27392089366913,71.03275460004807,1.7122670263051987,21751.319847106934,0.0,30.0,0.0,0.0,0.9638095238095238,0.7375566102564335,0.734652878716588,0.009679089358542114
centered_full_action_dqn,800,8,126.5548864454031,128.58626215114978,45.79896692931652,80.75591917335987,1.78752910066396,25585.06314086914,0.0,34.0,0.0,0.0,0.9592857142857143,0.7628016397356987,0.7598686181008816,0.009776738210348412
centered_full_action_dqn,800,9,106.36005502939224,126.36364143897404,36.60700502991676,69.75304937362671,1.6610061405226588,21195.733402252197,0.0,30.0,0.0,0.0,0.9547619047619048,0.48438275419175625,0.4814835414290428,0.009664031327702105
centered_full_action_dqn,800,10,168.3891341028662,130.18414077205514,43.70087996125221,124.68825426082331,1.8465299969539046,25724.374938964844,0.0,36.0,25.0,1.0,0.9502380952380952,0.3141821064054966,0.31135420873761177,0.009426336910109967
centered_full_action_dqn,800,11,109.50770538598299,128.46110448988244,35.3956953138113,74.1120098337531,1.6932088900357485,21215.922203063965,0.0,31.0,0.0,2.0,0.9457142857142857,0.2569704484194517,0.2540085641667247,0.009872953523881733
centered_full_action_dqn,800,12,103.66674553602934,126.55384610881683,37.744524113833904,65.9222207069397,1.6737524839118123,22512.776077270508,0.0,27.0,0.0,1.0,0.9411904761904761,0.23400040436536074,0.2314281826838851,0.00857407768489793
centered_full_action_dqn,800,13,120.49240297079086,126.12088588467212,40.94164726138115,79.55075532197952,1.7679599514231086,23874.64670562744,0.0,33.0,0.0,0.0,0.9366666666666666,0.17609651666134596,0.1736592398956418,0.008124261134071276
centered_full_action_dqn,800,14,102.73078003525734,124.56154549471113,38.11715644598007,64.61362375319004,1.7545104268938303,22920.704845428467,0.0,28.0,0.0,1.0,0.9321428571428572,0.15954618342220783,0.15709965955466032,0.008155083254678175
centered_full_action_dqn,800,15,158.07638166482812,126.65622275534345,42.2532302737236,115.82315125699404,1.8694346826523542,25272.629264831543,0.0,35.0,27.0,1.0,0.9276190476190476,0.5166977448388934,0.5138042089529335,0.009645118872867897
centered_full_action_dqn,800,16,128.09681319031307,126.74096336916519,41.2764503210783,86.82036175164768,1.8106597382575274,24501.520835876465,0.0,36.0,3.0,1.0,0.9230952380952381,0.5429729167371988,0.5392939411103725,0.012263246870134026
centered_full_action_dqn,800,17,111.45326128005982,125.89164658643712,39.454117715358734,71.99914413094521,1.7528589516878128,23099.42590713501,0.0,30.0,0.0,2.0,0.9185714285714286,0.3100297497585416,0.30668128095567226,0.011161562579218298
centered_full_action_dqn,800,18,122.93142565330052,125.7358454846931,44.65126056969166,78.28016514321351,1.7877403665333986,25641.548236846924,0.0,31.0,12.0,0.0,0.914047619047619,0.2492402410134673,0.2458219649270177,0.011394256027415395
centered_full_action_dqn,800,19,151.59366990140913,127.0287367055289,44.447597056627274,107.14607306829927,1.9531056974083185,27114.680404663086,0.0,35.0,13.0,1.0,0.9095238095238095,0.24092284962534904,0.23746526520699263,0.011525279784109443
centered_full_action_dqn,800,20,103.03717296719552,127.47616981883566,35.39349792897701,67.64367518723012,1.6127920057624578,20629.323276519775,0.0,30.0,0.0,2.0,0.905,0.20332869701087475,0.2002222561277449,0.01035479357233271
centered_full_action_dqn,800,21,138.60130182753014,127.98698214627007,38.17453646659851,100.42676534603045,1.7694525308907032,23194.918560028076,0.0,34.0,20.0,1.0,0.9004761904761904,0.22783850878477097,0.224591257981956,0.010824169614352286
centered_full_action_dqn,800,22,112.31644365426152,126.80326386420538,38.923225082457066,73.39321869101374,1.7582495445385575,23403.840705871582,0.0,31.0,4.0,1.0,0.895952380952381,0.1771145318634808,0.17389003839343786,0.010748308995971456
